issue_id,topic_ngram
B2,store_incorrect_archiva
B2,incorrect_archiva_manag
B2,archiva_manag_repositori
B2,manag_repositori_add
B2,repositori_add_new
B2,add_new_local
B2,new_local_directori
B2,local_directori_archiva
B2,directori_archiva_manag
B2,manag_repositori_would
B2,repositori_would_repo
B2,would_repo_trax".although
B2,repo_trax".although_proxi
B2,trax".although_proxi_connector
B2,proxi_connector_setup
B2,connector_setup_new
B2,setup_new_archiva
B2,new_archiva_manag
B2,manag_repositori_download
B2,repositori_download_artifact
B2,artifact_store_repositori
B2,store_repositori_instead
B2,repositori_instead_default
B2,instead_default_intern
B2,default_intern_repository.th
B2,intern_repository.th_proxi
B2,repository.th_proxi_connector
B2,proxi_connector_configur
B2,connector_configur_come
B2,configur_come_default
B2,come_default_intern
B2,default_intern_connect
B2,intern_connect_dev.java.net
B2,connect_dev.java.net_repo1.maven.org
B1,repositori_purg_consum
B1,purg_consum_check
B1,consum_check_run
B1,check_run_consum
B1,run_consum_artifact
B1,consum_artifact_prevent
B1,artifact_prevent_consum
B1,prevent_consum_run
B1,consum_run_prevent
B1,run_prevent_index
B1,prevent_index_databas
B1,index_databas_get
B1,databas_get_inconsist
B1,get_inconsist_scan
B1,inconsist_scan_artifact
B1,scan_artifact_time
B1,artifact_time_decid
B1,time_decid_delet
